Nombre,Domicilio,Localidad,Departamento,Provincia,Otro Domicilio,Piso,CP,Teléfono,Mail,Web,Información adicional,Latitud,Longitud,Actividad Específica,Denominación Específica,Fuente,Sector,Categoría,Seleccione el tipo de gestión,Cantidad de pantallas,Cantidad de butacas,Referente
"Centro Cultural Leonardo Favio","Av. Sabattini 200","Villa Maria","General San Martin (Córdoba)","Córdoba","","","5900","s/d","s/d","http://www.villamaria.gob.ar","Espacio INCAA","-32.41081500000000000000","-63.24816900000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","200",""
"Sudcinemas","Ruta Nacional 158 Km 155,5","Villa Maria","General San Martin (Córdoba)","Córdoba","","","5900","s/d","s/d","http://sudcinemas.com.ar/","","-32.41003000000000000000","-63.26229400000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","4","800",""
"Sunstar Cordoba","Ricardo Rojas 9200","Cordoba","Capital (Córdoba)","Córdoba","","","5008","s/d","s/d","http://www.cinesunstar.com/","","-31.33576500000000000000","-64.28974600000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","6","1398",""
"Fantasio","Salta 1059","Bella Vista","Bella Vista (Corrientes)","Corrientes","","","3432","s/d","s/d","https://www.facebook.com/CineFantasioBellaVista/","","-28.50849400000000000000","-59.04546400000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","240",""
"Cinemacenter Corrientes","Av. Pedro Ferre y Chacabuco","Corrientes","Capital (Corrientes)","Corrientes","","","3400","s/d","s/d","http://www.cinemacenter.com.ar/","","-27.46464000000000000000","-58.81063500000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","5","1140",""
"De La Costa Costanera","Carlos Pellegrini 451/311","Corrientes","Capital (Corrientes)","Corrientes","","","3400","s/d","s/d","http://www.loscinesdelacosta.com.ar/","","-27.46475200000000000000","-58.84301500000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","358",""
"De La Costa Shopping","Av. Centenario 3535","Corrientes","Capital (Corrientes)","Corrientes","","","3400","s/d","s/d","http://www.loscinesdelacosta.com.ar/","","-27.48135900000000000000","-58.76699800000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","4","562",""
"Sociedad Rural","Beron De Astrada 641","Curuzu Cuatia","Curuzu Cuatia (Corrientes)","Corrientes","","","3460","s/d","s/d","http://cinedelarural.com.ar","","-29.79047300000000000000","-58.05447400000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","300",""
"Cines del Litoral Goya","España 659","Goya","Goya (Corrientes)","Corrientes","","","3450","s/d","s/d","","","-29.14428300000000000000","-59.26674100000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","370",""
"Cine Teatro Opera","Los 108 941","Paso de los Libres","Paso de los Libres (Corrientes)","Corrientes","","","3230","s/d","s/d","https://www.facebook.com/pg/Cineoperacorrientes/","","-29.71371010000000000000","-57.08556010000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","200",""
"Cine Boulevard","Av. Illia Y Chocho Vivanco","Gualeguay","Gualeguay (Entre Ríos)","Entre Ríos","","","2840","s/d","s/d","Facebook: Cine Boulevard","","-33.12779900000000000000","-59.32243700000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","440",""
"Cine Gran Libertad","3 De Febrero 3060","Chajari","Federacion (Entre Ríos)","Entre Ríos","","","3228","s/d","s/d","","","-30.75941500000000000000","-57.98492900000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","400",""
"Starlight Cinema Digital","Calle 12 De Abril 287","Colon","Colon (Entre Ríos)","Entre Ríos","","","3280","s/d","s/d","https://www.facebook.com/StarlightCineColon/","","-32.22154000000000000000","-58.13871300000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","154",""
"Cine Teatro San Martin","Estrada 820","Concepcion del Uruguay","Uruguay (Entre Ríos)","Entre Ríos","","","3260","s/d","s/d","https://www.facebook.com/cinesanmartin/","","-32.48000000000000000000","-58.23515600000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","457",""
"Teatro Gran Odeon","Entre Rios 567","Concordia","Concordia (Entre Ríos)","Entre Ríos","","","3200","s/d","s/d","http://www.fundacionodeon.com.ar","","-31.39815100000000000000","-58.01899900000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","664",""
"Altos Del Gualeguay","Rocamora 33","Gualeguay","Gualeguay (Entre Ríos)","Entre Ríos","","","2840","s/d","s/d","https://www.facebook.com/pg/CineAltosDeGualeguay","","-33.15032300000000000000","-59.31160900000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","198",""
"Cinema Gualeguaychu","25 De Mayo 1383","Gualeguaychu","Gualeguaychu (Entre Ríos)","Entre Ríos","","","2820","s/d","s/d","http://cinemagualeguaychu.com","","-33.00993700000000000000","-58.52547400000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","330",""
"Cine Circulo Obrero","Andres Pazos 339","Parana","Parana (Entre Ríos)","Entre Ríos","","","3100","s/d","s/d","https://www.cinecirculo.com.ar/","","-31.73292900000000000000","-60.52463100000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","300",""
"Cine Urquiza","25 De Mayo 1849","San Jose","Colon (Entre Ríos)","Entre Ríos","","","3283","s/d","s/d","http://www.cineurquiza.com.ar","","-32.21251500000000000000","-58.21790100000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","250",""
"Sala Municipal Cine Teatro Victoria","Alem 64","Victoria","Victoria (Entre Ríos)","Entre Ríos","","","3153","s/d","s/d","","Espacio INCAA","-32.62022470000000000000","-60.15723860000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","299",""
"Cine Teatro Berisso","San Martin 540","Villaguay","Villaguay (Entre Ríos)","Entre Ríos","","","3240","s/d","s/d","https://www.facebook.com/pg/CineBerisso/","","-31.86511500000000000000","-59.02743300000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","350",""
"El Pajarito Avenida","Av. Juan Domingo Peron 757","Formosa","Formosa (Formosa)","Formosa","","","3600","s/d","s/d","https://www.facebook.com/Cines-Avenida-112830095434025/","","-26.16949700000000000000","-58.18148300000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","3","619",""
"Cine Teatro Altos Hornos Zapla","Av. Rio De La Plata 383","Palpala","Palpala (Jujuy)","Jujuy","","","4612","s/d","s/d","https://www.facebook.com/pg/CineAHZ","","-24.25759260000000000000","-65.21309500000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","1100",""
"Cine Auditorium","Independencia Esq. Italia S/N","San Salvador de Jujuy","Dr. Manuel Belgrano (Jujuy)","Jujuy","","","4600","s/d","s/d","https://www.facebook.com/CineAuditoriumJujuyINCAAMercosur/","Espacio INCAA","-24.18725200000000000000","-65.29285100000000000000","","","INCAA / SInCA","Cine","Salas de cine","Otro","1","201",""
"Cine Teatro Alfa","Patricias Argentinas 360","San Salvador de Jujuy","Dr. Manuel Belgrano (Jujuy)","Jujuy","","","4600","s/d","s/d","https://twitter.com/cineteatroalfa","","-24.18449400000000000000","-65.31115600000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","856",""
"Barbarita Cruz","Belgrano 547","Tilcara","Tilcara (Jujuy)","Jujuy","","","4624","s/d","s/d","https://capectilcara.com/","Espacio INCAA","-23.57710500000000000000","-65.39396100000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","120",""
"Espacio Incaa-Cine & Teatro Pico","Calle 17 957","General Pico","Maraco (La Pampa)","La Pampa","","","6360","s/d","s/d","http://www.picocine.com.ar/","Espacio INCAA","-35.66053020000000000000","-63.75286950000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","534",""
"Gran Pampa","Calle 20 642","General Pico","Maraco (La Pampa)","La Pampa","","","6360","s/d","s/d","","","-35.65898200000000000000","-63.75393500000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","730",""
"Amadeus","Coronel Gil 31","Santa Rosa","Capital (La Pampa)","La Pampa","","","6300","s/d","s/d","www.cineamadeus.com.ar/","","-36.61990400000000000000","-64.28990200000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","223",""
"Milenium","Escalante 270","Santa Rosa","Capital (La Pampa)","La Pampa","","","6300","s/d","s/d","","","-36.62312200000000000000","-64.29479700000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","352",""
"Sala Auditorio Juan C. Bustriazo Ortiz","Quintana 172","Santa Rosa","Capital (La Pampa)","La Pampa","","","6300","s/d","s/d","Facebook: Espacio INCAA Santa Rosa","Espacio INCAA","-36.61882750000000000000","-64.29339990000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","118",""
"Cine El Progreso","9 De Julio 85","Aimogasta","Arauco (La Rioja)","La Rioja","","","5310","s/d","s/d","","","-28.56004090000000000000","-66.81068250000000000000","","","INCAA / SInCA","Cine","Salas de cine","Otro","1","285",""
"Cinema 3D Chilecito","La Plata y 19 De Febrero","Chilecito","Chilecito (La Rioja)","La Rioja","","","5360","s/d","s/d","http://cinema3dlarioja.com/","","-29.16301100000000000000","-67.49568800000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","216",""
"Cinema 3D Pelagio B. Luna","Pelagio Luna 960","La Rioja","Capital (La Rioja)","La Rioja","","","5300","s/d","s/d","http://cinema3dlarioja.com/","","-29.41279900000000000000","-66.86169300000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","292",""
"Cinema 3D San Martin","San Martin 62","La Rioja","Capital (La Rioja)","La Rioja","","","5300","s/d","s/d","http://cinema3dlarioja.com/","","-29.41478000000000000000","-66.85770100000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","72",""
"Cinemacenter La Rioja","Av. Abel Bazan Y Bustos 710","La Rioja","Capital (La Rioja)","La Rioja","","","5300","s/d","s/d","http://www.cinemacenter.com.ar/","","-29.41152520000000000000","-66.85814980000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","4","769",""
"Espacio 73","Catamarca 73","La Rioja","Capital (La Rioja)","La Rioja","","","5300","s/d","s/d","http://www.culturalarioja.gob.ar","Espacio INCAA","-29.41285200000000000000","-66.85932760000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público provincial","1","128",""
"Cineteatro Antonio Lafalla","Av. Alvear Oeste 437","General Alvear","General Alvear (Mendoza)","Mendoza","","","5620","s/d","s/d","https://cineteatrolafalla.alvearmendoza.gob.ar/","","-34.97834470000000000000","-67.69493290000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","122",""
"Cinemark Palmares","Ruta Panamericana 2650","Godoy Cruz","Godoy Cruz (Mendoza)","Mendoza","","","5501","s/d","s/d","https://www.cinemarkhoyts.com.ar","","-32.95253700000000000000","-68.85568400000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","10","1681",""
"Tadicor Las Heras","Juan Dragui Lucero 1450","Las Heras","Las Heras (Mendoza)","Mendoza","","","5539","s/d","s/d","http://www.tadicor.com/Cines.php","","-32.85318900000000000000","-68.80814800000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","284",""
"Cine Teatro Imperial","Pablo Pescara Y Peron","Maipu","Maipu (Mendoza)","Mendoza","","","5515","s/d","s/d","https://www.facebook.com/pg/Cineteatroimperial/","Espacio INCAA","-32.98293030000000000000","-68.78722760000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","600",""
"Cinepolis Arena Maipu","Emilio Civit Y Maza","Maipu","Maipu (Mendoza)","Mendoza","","","5515","s/d","s/d","https://www.villagecines.com/","","-32.97484300000000000000","-68.79617800000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","5","949",""
"Sala Maiten","Ruta 40 Norte Y Pje Orteguina","Malargue","Malargue (Mendoza)","Mendoza","","","5613","s/d","s/d","https://www.malargue.gov.ar/","","-35.48035000000000000000","-69.58467000000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","160",""
"Cine Universidad","Juan Agustín Maza 250","Mendoza","Capital (Mendoza)","Mendoza","","","5500","s/d","s/d","http://cine.uncuyo.edu.ar/","","-32.88854700000000000000","-68.83739500000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público nacional","2","350",""
"Cinemacenter Mendoza","Las Cañas 1833","Mendoza","Capital (Mendoza)","Mendoza","","","5519","s/d","s/d","http://www.cinemacenter.com.ar/","","-32.91257600000000000000","-68.82026200000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","6","1361",""
"Cinepolis Mendoza","Av. Acceso Este 3280 Lateral Norte","Mendoza","Capital (Mendoza)","Mendoza","","","5521","s/d","s/d","https://www.villagecines.com/","","-32.90203700000000000000","-68.79800300000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","10","2344",""
"Microcine Municipal David Eisenchlas","9 De Julio 500","Mendoza","Capital (Mendoza)","Mendoza","","Subsuelo","5500","s/d","s/d","","","-32.89656300000000000000","-68.84248800000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","115",""
"Porky`S","Lavalle 32","Mendoza","Capital (Mendoza)","Mendoza","","Piso 1","5500","s/d","s/d","","","-32.88851800000000000000","-68.83826400000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","70",""
"Centro Cultural Juan Centorbi","Lavalle 740","Rivadavia","Rivadavia (Mendoza)","Mendoza","","","5577","s/d","s/d","","","-33.19337800000000000000","-68.46537000000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","963",""
"Cine Cervantes San Martin","9 De Julio 187","San Martin","San Martin (Mendoza)","Mendoza","","","5570","s/d","s/d","http://www.cinecervantes.com","","-33.08092800000000000000","-68.47159600000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","328",""
"Tadicor San Martin","Lateral Sur Ruta Nacional 7 Sin Nro","San Martin","San Martin (Mendoza)","Mendoza","","","5570","s/d","s/d","htpp:/www.tadicor.com sección cines","","-32.85346800000000000000","-68.80818400000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","302",""
"Centro Cultural San Rafael del Diamante","Av. Hipolito Yrigoyen 280","San Rafael","San Rafael (Mendoza)","Mendoza","","","5600","s/d","s/d","https://www.facebook.com/TeatroRomaSanRafael","Espacio INCAA","-34.61482250000000000000","-68.33314980000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","690",""
"Cine Amelix","San Martin 139","San Rafael","San Rafael (Mendoza)","Mendoza","","","5600","s/d","s/d","https://www.facebook.com/CineAmelix/","","-34.61461300000000000000","-68.32930500000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","359",""
"Cinema Américo","La Gloria 1777","Tupungato","Tupungato (Mendoza)","Mendoza","","","5561","s/d","s/d","https://www.facebook.com/Cinemaamericotupungatomendoza","","-33.34942160000000000000","-69.15121490000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","113",""
"Cine Teatro Obera","San Martin 1069","Obera","Obera (Misiones)","Misiones","","","3360","s/d","s/d","https://www.facebook.com/CineTeatroObera/","Espacio INCAA","-27.48820800000000000000","-55.12230500000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","220",""
"Microcines Obera","Av. Sarmiento 1044","Obera","Obera (Misiones)","Misiones","","","3360","s/d","s/d","www.cinescasinoobera.com.ar/","","-27.48614000000000000000","-55.12317200000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","292",""
"Imax Del Conocimiento","Ruta 12 Y Acceso Oeste (Av. Ulises Lopez)","Posadas","Capital (Misiones)","Misiones","","","3300","s/d","s/d","https://www.parquedelconocimiento.com/","","-27.39619800000000000000","-55.96347700000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público provincial","1","546",""
"Sunstar Posadas","Bolivar 1979","Posadas","Capital (Misiones)","Misiones","","","3300","s/d","s/d","http://www.cinesunstar.com/","","-27.36677500000000000000","-55.89562600000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","4","559",""
"Cinemark Neuquén","Av. Dr. Ramón 355","Neuquen","Confluencia (Neuquén)","Neuquén","","","8300","s/d","s/d","https://www.cinemarkhoyts.com.ar/","","-38.94201140000000000000","-68.06477700000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","6","1113",""
"Auditorio Casa de la Cultura","Perón y 20 de Diciembre","Rincon de los Sauces","Pehuenches (Neuquén)","Neuquén","","","8319","s/d","s/d","Facebook: Cine Casa de la Cultura Rincón de los Sauces","","-37.38986600000000000000","-68.92338700000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","98",""
"Cine Rex Cutral Co","Av. Del Trabajo 676","Cutral Co","Confluencia (Neuquén)","Neuquén","","","8200","s/d","s/d","http://www.cinerexcutralco.com.ar","","-38.93714500000000000000","-69.22888600000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","290",""
"Cine Teatro Español","Av. Argentina 245","Neuquen","Confluencia (Neuquén)","Neuquén","","","8300","s/d","s/d","https://www.facebook.com/cineteatronqn/","Espacio INCAA","-38.95250200000000000000","-68.05886850000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","639",""
"Cinepolis Neuquen","Av. Antartida Argentina 1111","Neuquen","Confluencia (Neuquén)","Neuquén","","","8300","s/d","s/d","https://www.villagecines.com/","","-38.94753500000000000000","-68.08014100000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","7","1894",""
"Centro Cultural Cotesma","Gral. Roca 1154","San Martin de los Andes","Lacar (Neuquén)","Neuquén","","","8370","s/d","s/d","http://centrocultural.cotesma.com.ar","Espacio INCAA","-40.15738300000000000000","-71.35183720000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","398",""
"Cine Teatro Municipal Amado Sapag","San Martin 281","Zapala","Zapala (Neuquén)","Neuquén","","","8340","s/d","s/d","Facebook: Cine Teatro de Zapala","Espacio INCAA","-38.90354560000000000000","-70.06491820000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","738",""
"Lorenzo Kelly","Fernandez Oro 55","Cipolletti","General Roca (Río Negro)","Río Negro","","PISO 1","8324","s/d","s/d","https://ccc.cipolletti.gob.ar/","Espacio INCAA","-38.94054500000000000000","-68.00120230000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","140",""
"Sunstar Bariloche","Onelli 447","San Carlos de Bariloche","Bariloche (Río Negro)","Río Negro","","","8400","s/d","s/d","http://www.cinesunstar.com/","","-41.13347200000000000000","-71.31027800000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","3","461",""
"Cine Teatro Español","Av. Roca 326","Cinco Saltos","General Roca (Río Negro)","Río Negro","","","8303","s/d","s/d","https://www.facebook.com/cineespanolCS/","Espacio INCAA","-38.82830100000000000000","-68.06446700000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","320",""
"Cine Rex Gral. Roca","Av. Roca 1585","General Roca","General Roca (Río Negro)","Río Negro","","","8332","s/d","s/d","http://cinerexroca.com.ar","","-39.02737700000000000000","-67.57543600000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","300",""
"Cine Rex Viedma","Gallardo 160","Viedma","Adolfo Alsina (Río Negro)","Río Negro","","","8500","s/d","s/d","https://cines.com/argentina/cine-gama/","","-40.81081200000000000000","-62.98849700000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","350",""
"Cine Teatro Circulo Italiano","Av. Rivadavia 117","Villa Regina","General Roca (Río Negro)","Río Negro","","","8336","s/d","s/d","http://cineteatrocirculo.com.ar/","Espacio INCAA","-39.09326360000000000000","-67.08392560000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","661",""
"Cine Municipal De La Cultura Oran","Hipolito Yrigoyen 137","San Ramon de la Nueva Oran","Oran (Salta)","Salta","","","4530","s/d","s/d","","Espacio INCAA","-23.13513220000000000000","-64.32221540000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","280",""
"Cine Opera","Urquiza 560","Salta","Capital (Salta)","Salta","","","4400","s/d","s/d","http://cineoperasalta.com.ar/","","-24.79240300000000000000","-65.41075800000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","682",""
"Cine Rex","Av. San Martin 1170","Salta","Capital (Salta)","Salta","","","4400","s/d","s/d","","","-24.79296700000000000000","-65.41917500000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","353",""
"Cinemark Salta","Av. Monseñor Tavella 4400","Salta","Capital (Salta)","Salta","","","4400","s/d","s/d","https://www.cinemarkhoyts.com.ar","","-24.83230200000000000000","-65.42845800000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","5","897",""
"Hoyts Nuevo Noa","Virrey Toledo 702","Salta","Capital (Salta)","Salta","","","4400","s/d","s/d","https://www.cinemarkhoyts.com.ar/","","-24.78147200000000000000","-65.40354700000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","8","1362",""
"Cine Club Center","20 De Febrero 19","San Jose de Metan (Est. Metan)","Metan (Salta)","Salta","","piso 1","4440","s/d","s/d","https://www.facebook.com/cinecentermetan/","","-25.49984630000000000000","-64.97417800000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","80",""
"Open Plaza","Guemes 421","Tartagal","Grl. Jose de San Martin (Salta)","Salta","","","4560","s/d","s/d","http://www.cineopenplaza.com.ar","","-22.51593300000000000000","-63.80501800000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","220",""
"Cinemacenter San Juan","Av. Circunvalacion Y Scalabrini Ortiz","San Juan","Capital (San Juan)","San Juan","","","5400","s/d","s/d","http://www.cinemacenter.com.ar/","","-31.52259300000000000000","-68.54260400000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","8","1803",""
"CPM Espacio San Juan","Av. Jose Ignacio De La Roza Oeste 806","San Juan","Capital (San Juan)","San Juan","","","5417","s/d","s/d","https://cpmcines.com/","","-31.53987100000000000000","-68.57283900000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","5","849",""
"Play Cinema San Juan","Av. Libertador 1826 (Oeste)","San Juan","Capital (San Juan)","San Juan","","","5400","s/d","s/d","http://www.playcinema.net/","","-31.53176600000000000000","-68.55143200000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","6","1071",""
"UPCN - San Juan","Sarmiento 461 Sur","San Juan","Capital (San Juan)","San Juan","","","5400","s/d","s/d","http://www.upcndigital.org/san-juan","","-31.52639000000000000000","-68.53364400000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","298",""
"Cine Star Merlo","Av. Del Sol 1120","Merlo","Junin (San Luis)","San Luis","","","5881","s/d","s/d","https://www.facebook.com/CineStarMerlo/","","-32.34699100000000000000","-64.99821400000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","100",""
"Cinemacenter San Luis","J. A. Roca 260","San Luis","La Capital (San Luis)","San Luis","","","5700","s/d","s/d","http://www.cinemacenter.com.ar/","","-33.30922400000000000000","-66.32764700000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","7","1951",""
"Cines Fenix","Pueyrredon 1651","Villa Mercedes","General Pedernera (San Luis)","San Luis","","","5730","s/d","s/d","http://www.cinesfenix.com","","-33.66301900000000000000","-65.46434400000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","3","475",""
"Cine Municipal Caleta Olivia","J. Newbery y Deocarets S/N","Caleta Olivia","Deseado (Santa Cruz)","Santa Cruz","","Piso 1","9011","s/d","s/d","https://www.mechenien.org.ar/","Espacio INCAA","-46.43750600000000000000","-67.52675000000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","350",""
"Cine Select","Av. Gregorio Ibañez 388","Comandante Luis Piedrabuena","Corpen Aike (Santa Cruz)","Santa Cruz","","","9303","s/d","s/d","https://www.facebook.com/multiespacioselect","Espacio INCAA","-49.98369100000000000000","-68.90921000000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","288",""
"Cine Municipal Abuelas de Plaza de Mayo","Av. San Martin 514","Gobernador Gregores","Rio Chico (Santa Cruz)","Santa Cruz","","","9311","s/d","s/d","http://www.santacruz.gob.ar","","-48.75080100000000000000","-70.24660500000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","80",""
"Osvaldo Jorge Bayer","13 De Diciembre Y Malvinas S/N","Las Heras","Deseado (Santa Cruz)","Santa Cruz","","","9017","s/d","s/d","https://www.facebook.com/pg/centroculturallasheras","","-46.53858900000000000000","-68.94415300000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","196",""
"Cine Auditorio Deseado "ESPACIO INCAA"","Don Bosco 1075","Puerto Deseado","Deseado (Santa Cruz)","Santa Cruz","","","9050","s/d","s/d","https://www.facebook.com/CineDeseado/","Espacio INCAA","-47.75205380000000000000","-65.89512810000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","142",""
"Cine Teatro Talia","25 De Mayo 1188","Puerto San Julian","Magallanes (Santa Cruz)","Santa Cruz","","","9310","s/d","s/d","https://www.facebook.com/pg/cineteatrotalia","Espacio INCAA","-49.31522700000000000000","-67.72210300000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","340",""
"Auditorio Municipal","25 De Mayo 513","Puerto Santa Cruz","Corpen Aike (Santa Cruz)","Santa Cruz","","","9300","s/d","s/d","https://www.facebook.com/CineMPSC/","","-50.01647200000000000000","-68.51789600000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","150",""
"Cine Rio Gallegos","Av. Nestor Kirchner 1142","Rio Gallegos","Guer Aike (Santa Cruz)","Santa Cruz","","","9400","s/d","s/d","http://www.cineriogallegos.com.ar/","","-51.61991700000000000000","-69.21873500000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","3","290",""
"Luna De Avellaneda","Av. San Martin 810","Avellaneda","General Obligado (Santa Fe)","Santa Fe","","","3561","s/d","s/d","http://www.cinelunadeavellaneda.com","","-29.11806100000000000000","-59.65485300000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","299",""
"Cine Teatro Libertador","Buenos Aires 2441","Casilda","Caseros (Santa Fe)","Santa Fe","","","2170","s/d","s/d","http://www.cinelibertador.com.ar","","-33.04624500000000000000","-61.16956800000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","1014",""
"E-Max Cines","Brigadier Lopez 1471","Esperanza","Las Colonias (Santa Fe)","Santa Fe","","","3080","s/d","s/d","http://www.e-max.com.ar","","-31.45082600000000000000","-60.89548300000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","3","584",""
"Cine Teatro Municipal Manuel Belgrano","Bv. Santa Fe 555","Rafaela","Castellanos (Santa Fe)","Santa Fe","","","2300","s/d","s/d","http://www.rafaela.gob.ar/cine/","Espacio INCAA","-31.25370760000000000000","-61.48564560000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","1049",""
"Las Tipas Rafaela","C. Conscripto Zurbriggen 865","Rafaela","Castellanos (Santa Fe)","Santa Fe","","","2300","s/d","s/d","www.lastipasrafaela.com.ar/","","-31.24256700000000000000","-61.50531900000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","4","920",""
